Sample	Species	Reference	Total_Reads	Mapped_Reads	Percent_Mapped	Mean_Depth	Breadth_1x	Breadth_5x	Breadth_10x	Mean_MapQ	Genome_Size
YFT_TNC_Palm_35	YFT	katsuwonus_pelamis_ref	425655	425655	100.00	0.06	4.84	0.00	0.00	32.34	827877945
YFT_TNC_Palm_36	YFT	katsuwonus_pelamis_ref	71080	71080	100.00	0.01	0.84	0.00	0.00	32.38	827877945
YFT_TNC_Palm_37	YFT	katsuwonus_pelamis_ref	36275	36275	100.00	0.00	0.40	0.00	0.00	32.71	827877945
YFT_TNC_Palm_38	YFT	katsuwonus_pelamis_ref	663217	663217	100.00	0.08	6.31	0.01	0.00	32.80	827877945
YFT_WCPFC_FJ_35	YFT	katsuwonus_pelamis_ref	673223	673223	100.00	0.08	6.37	0.01	0.00	32.87	827877945
YFT_WCPFC_FJ_37	YFT	katsuwonus_pelamis_ref	988048	988048	100.00	0.12	8.22	0.10	0.00	32.58	827877945
YFT_WCPFC_FJ_38	YFT	katsuwonus_pelamis_ref	218539	218539	100.00	0.03	2.39	0.00	0.00	32.98	827877945
YFT_WCPFC_FJ_42	YFT	katsuwonus_pelamis_ref	775936	775936	100.00	0.09	7.27	0.01	0.00	32.57	827877945
YFT_WCPFC_NC_24	YFT	katsuwonus_pelamis_ref	225383	225383	100.00	0.03	2.41	0.00	0.00	32.99	827877945
YFT_WCPFC_NC_26	YFT	katsuwonus_pelamis_ref	123452	123452	100.00	0.02	1.51	0.00	0.00	32.32	827877945
YFT_WCPFC_NC_30	YFT	katsuwonus_pelamis_ref	150514	150514	100.00	0.02	1.72	0.00	0.00	32.79	827877945
YFT_WCPFC_NC_49	YFT	katsuwonus_pelamis_ref	216521	216521	100.00	0.03	2.47	0.00	0.00	32.72	827877945
